是否监控,红人链接,平台,是否出视频,红人名称,样品型号,红人编码,地区,负责人,合作日期,合作进度,合作模式,合作车型,合作量级,合作服务,合同签署日期,合同类型,预计视频交付,已上线视频,待补视频交付,视频交付完成率,合同交付平台拆分,合同交付解析状态,红人粉丝数据,粉丝数据来源,粉丝数据更新时间,追踪优先级,追踪评分,追踪原因,追踪批次更新时间,url,url2,url3,合作周期
否,"{""link"":""https://www.instagram.com/chrismooremafia/"",""text"":""https://www.instagram.com/chrismooremafia/""}",instagramreels,否,"Moore Mafia
Big Kountry","yozma, yozmasport，in10",US-Stefan-128,US,Stefan,2026-01-22,已出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,296000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@8oh5wy"",""text"":""https://www.tiktok.com/@8oh5wy""}",tiktok,,8oh5wy,"yozma, yozmasport，in10",US-Vivi-009,US,Vivi,2025-11-01,已出视频,已签合同盖章，半年合作,IN 10,尾部红人(10k-100k),已签合同盖章，半年合作,,,,0,,,,,14500,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@bluestaffyboulder"",""text"":""https://www.youtube.com/@bluestaffyboulder""}",youtubevideo,否,bluestaffyboulder,"yozma, yozmasport，in10",UK-Lexy-001,UK,Lexy,2026-04-13,已出视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-15,免费,16,0,16,0%,TikTok 16条,已解析,238000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
是,"{""link"":""https://www.tiktok.com/@danridezz?lang=en"",""text"":""https://www.tiktok.com/@danridezz?lang=en""}",tiktok,是,danridezz,"yozma, yozmasport，in10",EU-Zoe-047,EU,Zoe,2026-05-22,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-29,免费,,9,,,待人工确认,待人工确认,20300,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@danridezz/video/7648011239557434656"",""link"":""https://www.tiktok.com/@danridezz/video/7648011239557434656""}","{""text"":""https://www.tiktok.com/@danridezz/video/7647553373243215137"",""link"":""https://www.tiktok.com/@danridezz/video/7647553373243215137""}","{""text"":""https://www.tiktok.com/@danridezz/video/7647264820487654689"",""link"":""https://www.tiktok.com/@danridezz/video/7647264820487654689""}",
是,"{""link"":""https://www.youtube.com/@chrisscootz"",""text"":""https://www.youtube.com/@chrisscootz""}",youtubevideo,否,chrisscootz,"yozma, yozmasport，in10",EU-Zoe-024,EU,Zoe,2026-04-20,已出视频,已签合同,IN 10,微型红人/KOC(1k-10k),内容红人,2026-04-27,免费,,3,,,待人工确认,待人工确认,9060,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@talonics"",""text"":""https://www.tiktok.com/@talonics""}",tiktok,,Talonics,"yozma, yozmasport，in10",US-Stefan-072,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,10000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@24.7fedeemene"",""text"":""https://www.tiktok.com/@24.7fedeemene""}",tiktok,否,24.7fedemene,"yozma, yozmasport，in10",EU-Zoe-013,EU,Zoe,2026-04-08,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-09,免费,12,2,10,17%,Instagram Reels 12条,已解析,11600,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@Bbybippinnn/shorts"",""text"":""https://www.youtube.com/@Bbybippinnn/shorts""}",youtubeshort,是,bbybippinnn,"yozma, yozmasport，in10",US-Lexy-087,US,Lexy,2026-05-28,已出视频,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-05-29,免费,18,1,17,6%,TikTok 18条,已解析,23000,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/bF1KxUsCeK0"",""link"":""https://www.youtube.com/shorts/bF1KxUsCeK0""}",,,
否,"{""link"":""https://www.youtube.com/@connorstitt/videos"",""text"":""https://www.youtube.com/@connorstitt/videos""}",youtubevideo,否,connor.stitt,"yozma, yozmasport，in10",US-Vivi-005,US,Vivi,2025-09-01,已出视频,已签合同盖章,IN 10,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,157000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@q20dylan"",""text"":""https://www.tiktok.com/@q20dylan""}",tiktok,否,q20dylan,"yozma, yozmasport，in10",US-Nancy-006,US,Nancy,2025-11-01,已出视频,不签合同，以brief为准,IN 10,微型红人/KOC(1k-10k),不签合同，以brief为准,,,,0,,,,,6400,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@Gunna.111/videos"",""text"":""https://www.youtube.com/@Gunna.111/videos""}",youtube,,Ridstar Gunna,"yozma, yozmasport，in10",US-Stefan-050,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,微型红人/KOC(1k-10k),不签合同，以brief为准,,,,0,,,,,9000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@mk.ridezz"",""text"":""https://www.tiktok.com/@mk.ridezz""}",tiktok,是,MK.R,"yozma, yozmasport，in10",US-Ryan-021,US,Ryan,2026-03-23,已出视频,,IN 10,尾部红人(10k-100k),待补充,,,,14,,,,,15100,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@mk.ridezz/video/7653205474120092936"",""link"":""https://www.tiktok.com/@mk.ridezz/video/7653205474120092936""}","{""text"":""https://www.tiktok.com/@mk.ridezz/video/7652081868094967058"",""link"":""https://www.tiktok.com/@mk.ridezz/video/7652081868094967058""}",,
是,"{""link"":""https://www.tiktok.com/@337speed"",""text"":""https://www.tiktok.com/@337speed""}",tiktok,否,337speed,"yozma, yozmasport，in10",US-Lexy-067,US,Lexy,2026-04-24,已收货,已签合同,IN 10 Pro,腰部红人(100k-1M),内容红人,2026-04-27,免费,,1,,,待人工确认,待人工确认,387000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@SimplyNateee/videos"",""text"":""https://www.youtube.com/@SimplyNateee/videos""}",youtube,,SimplyNateee,"yozma, yozmasport，in10",US-Stefan-042,US,Stefan,2025-10-01,已出视频,不签合同，以brief为准,IN 10,微型红人/KOC(1k-10k),不签合同，以brief为准,,,,0,,,,,6000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@RIZZOTO_/shorts"",""text"":""https://www.youtube.com/@RIZZOTO_/shorts""}",youtubeshort,否,_rizzoto_,"yozma, yozmasport，in10",EU-Stefan-001,EU,Stefan,2026-03-19,已出视频,已签合同盖章,IN 10,腰部红人(100k-1M),已签合同盖章,,,,10,,,,,132000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/mhickzzz_460"",""text"":""https://www.instagram.com/mhickzzz_460""}",instagramreels,是,mhickzzz_460,"yozma, yozmasport，in10",US-Ryan-019,US,Ryan,2026-03-23,跟进视频,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,1,,,,,45000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DY5Kj6yPqot/"",""link"":""https://www.instagram.com/p/DY5Kj6yPqot/""}",,,
否,"{""link"":""https://www.tiktok.com/@owsyhir"",""text"":""https://www.tiktok.com/@owsyhir""}",tiktok,,oneway__syhir,"yozma, yozmasport，in10",US-Vivi-012,US,Vivi,2026-06-12,待发货,已签合同,IN10 Pro,尾部红人(10k-100k),内容红人,2026-06-12,免费,9,0,9,0%,Instagram Reels 9条,已解析,26000,营销总表,2026-06-22,,,,,,,,3个月
是,"{""link"":""https://www.youtube.com/@865bikes/videos"",""text"":""https://www.youtube.com/@865bikes/videos""}",youtubevideo,否,865.bikes,"yozma, yozmasport，in10",US-Lexy-080,US,Lexy,2026-05-20,已发货,已签合同,IN 10 Pro,微型红人/KOC(1k-10k),内容红人,2026-05-21,免费,5,2,3,40%,TikTok 5条,已解析,18500,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@Levi_farias/shorts"",""text"":""https://www.youtube.com/@Levi_farias/shorts""}",youtubeshort,否,levi_farias,"yozma, yozmasport，in10",US-Stefan-146,US,Stefan,2026-02-11,已出视频,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,45900,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.tiktok.com/@bck.tps"",""text"":""https://www.tiktok.com/@bck.tps""}",tiktok,否,bck.tps,"yozma, yozmasport，in10",EU-Zoe-016,EU,Zoe,2026-04-13,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-15,免费,3,2,1,67%,Instagram Reels 3条,已解析,83000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/cdotrips"",""text"":""https://www.instagram.com/cdotrips""}",instagramreels,是,cdotrips,"yozma, yozmasport，in10",US-Ryan-035,US,Ryan,2026-04-15,跟进视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-15,免费,,6,,,待人工确认,待人工确认,25000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DYf5Zd0NM7K/"",""link"":""https://www.instagram.com/p/DYf5Zd0NM7K/""}","{""text"":""https://www.instagram.com/p/DYcQuFBtI8z/"",""link"":""https://www.instagram.com/p/DYcQuFBtI8z/""}","{""text"":""https://www.instagram.com/p/DYNN6U0R55S/"",""link"":""https://www.instagram.com/p/DYNN6U0R55S/""}",
否,"{""link"":""https://www.youtube.com/@Skidzy_09"",""text"":""https://www.youtube.com/@Skidzy_09""}",youtube,,Skidzyy,"yozma, yozmasport，in10",US-Stefan-035,US,Stefan,2025-10-01,已出视频,已签合同盖章，5个月合作,IN 10,微型红人/KOC(1k-10k),已签合同盖章，5个月合作,,,,0,,,,,6300,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@alexninja636"",""text"":""https://www.tiktok.com/@alexninja636""}",tiktok,否,alexninja636,"yozma, yozmasport，in10",EU-Zoe-015,EU,Zoe,2026-04-09,已发货,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-15,免费,1,0,1,0%,YouTube Video 1条,已解析,114000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@bob_reese/videos"",""text"":""https://www.youtube.com/@bob_reese/videos""}",youtubevideo,否,bobreesecookiemonster,"yozma, yozmasport，in10",US-Ryan-023,US,Ryan,2026-04-03,已出视频,已签合同,IN 10+IN 10 Pro,头部红人(>1M),内容红人,2026-04-02,免费,1,0,1,0%,Instagram Reels 1条,已解析,10000000,营销总表,2026-06-22,P0 立刻追踪,150,正在出单；2026已上线但仍出单,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@Leecampaign/shorts"",""text"":""https://www.youtube.com/@Leecampaign/shorts""}",youtubeshort,否,leecampaign,"yozma, yozmasport，in10",US-Lexy-031,US,Lexy,2026-02-22,已出视频,已签同意书盖章,,,已签同意书盖章,,,,0,,,,,1210,,,P0 立刻追踪,155,正在出单；2026普通达人需继续追上线,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@drifteight"",""text"":""https://www.tiktok.com/@drifteight""}",tiktok,,drifteight,"yozma, yozmasport，in10",US-Stefan-056,US,Stefan,2026-06-17,已签合同,已签合同,IN10 Pro,尾部红人(10k-100k),已签合同,,,15,0,15,0%,YouTube Shorts 5条 / Instagram Reels 5条 / TikTok 5条,已解析,15000,营销总表,2026-06-22,,,,,,,,3个月
是,"{""link"":""https://www.youtube.com/@Estensei/videos"",""text"":""https://www.youtube.com/@Estensei/videos""}",youtubevideo,否,Estensei,"yozma, yozmasport，in10",UK-Zoe-004,UK,Zoe,2026-05-13,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-14,免费,,8,,,待人工确认,待人工确认,97700,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@JaydenBoyeryt/shorts"",""text"":""https://www.youtube.com/@JaydenBoyeryt/shorts""}",youtube,,blockboy.jayden,"yozma, yozmasport，in10",US-Nancy-004,US,Nancy,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,12400,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@matix.garcia28"",""text"":""https://www.tiktok.com/@matix.garcia28""}",tiktok,否,matix.garcia,"yozma, yozmasport，in10",US-Lexy-060,US,Lexy,2026-04-16,已出视频,已签合同,IN 10,微型红人/KOC(1k-10k),内容红人,2026-04-27,免费,,6,,,待人工确认,待人工确认,4600,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@DevinBagnoli/videos"",""text"":""https://www.youtube.com/@DevinBagnoli/videos""}",youtube,否,devinbagnoli,"yozma, yozmasport，in10",US-Ryan-037,US,Ryan,2026-04-15,已出视频,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-04-15,免费,,2,,,待人工确认,待人工确认,45000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@ublincoln"",""text"":""https://www.tiktok.com/@ublincoln""}",tiktok,否,ub.lincoln,"yozma, yozmasport，in10",US-Lexy-082,US,Lexy,2026-05-21,未出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-21,免费,5,0,5,0%,TikTok 5条,已解析,19300,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@nicktuckermedia"",""text"":""https://www.tiktok.com/@nicktuckermedia""}",tiktok,,nicktucker,"yozma, yozmasport，in10",US-Stefan-117,US,Stefan,2026-01-29,未出视频,已签合同盖章,IN 10,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,473000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@LT-FB/shorts"",""text"":""https://www.youtube.com/@LT-FB/shorts""}",youtubeshort,否,LT-FB,"yozma, yozmasport，in10",US-Stefan-087,US,Stefan,2025-11-01,已出视频,已签合同盖章,IN 10 Pro,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,234500,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@ProKtorrATV/shorts"",""text"":""https://www.youtube.com/@ProKtorrATV/shorts""}",youtubeshort,是,ProKtorr,"yozma, yozmasport，in10",EU-Ryan-003,EU,Ryan,2026-04-03,跟进视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-02,免费,3,3,0,100%,Instagram Reels 1条 / YouTube Shorts 1条 / YouTube Video 1条,已解析,933000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""text"":""https://www.youtube.com/shorts/EMHFOFG0Yis"",""link"":""https://www.youtube.com/shorts/EMHFOFG0Yis""}",,,
是,"{""link"":""https://www.youtube.com/@R7jae"",""text"":""https://www.youtube.com/@R7jae""}",youtubevideo,否,jaecR7y,"yozma, yozmasport，in10",US-Lexy-052,US,Lexy,2026-03-25,未出视频,已签同意书盖章,IN 10,尾部红人(10k-100k),已签同意书盖章,,,,0,,,,,15000,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@Izzdrzy/shorts"",""text"":""https://www.youtube.com/@Izzdrzy/shorts""}",youtubeshort,是,izzdrzy,"yozma, yozmasport，in10",US-Stefan-145,US,Stefan,2026-02-11,已出视频,已签同意书盖章,IN 10 Pro,尾部红人(10k-100k),已签同意书盖章,,,,24,,,,,54700,营销总表,2026-06-22,P0 立刻追踪,175,正在出单；2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/-E23Uj7uMGM"",""link"":""https://www.youtube.com/shorts/-E23Uj7uMGM""}","{""text"":""https://www.youtube.com/shorts/Dz7PD_vKBHs"",""link"":""https://www.youtube.com/shorts/Dz7PD_vKBHs""}","{""text"":""https://www.youtube.com/shorts/0AknJP2ntnA"",""link"":""https://www.youtube.com/shorts/0AknJP2ntnA""}",
否,"{""link"":""https://www.youtube.com/@kalanikai42/videos"",""text"":""https://www.youtube.com/@kalanikai42/videos""}",youtubevideo,否,kalanikai,"yozma, yozmasport，in10",US-Vivi-013,US,Vivi,2026-02-12,未出视频,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,65000,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.instagram.com/highvoltfab/"",""text"":""https://www.instagram.com/highvoltfab/""}",instagramreels,否,highvoltfab,"yozma, yozmasport，in10",US-Stefan-112,US,Stefan,2026-01-16,已出视频,已签同意书盖章,IN 10,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,122000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.instagram.com/24.7fedemene/reels/"",""text"":""https://www.instagram.com/24.7fedemene/reels/""}",instagramreels,是,24.7fedemene,"yozma, yozmasport，in10",EU-Zoe-013,EU,Zoe,2026-04-08,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-09,免费,12,2,10,17%,Instagram Reels 12条,已解析,11600,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DXy0ueEsVEi/"",""link"":""https://www.instagram.com/p/DXy0ueEsVEi/""}","{""text"":""https://www.instagram.com/p/DYNVPldsXqT/"",""link"":""https://www.instagram.com/p/DYNVPldsXqT/""}",,
否,"{""link"":""https://www.instagram.com/carter_metcalfe_mtb/"",""text"":""https://www.instagram.com/carter_metcalfe_mtb/""}",instagram,,carter_metcalfe_mtb,"yozma, yozmasport，in10",US-Nancy-017,US,Nancy,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,35500,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@SimplyNateee/shorts"",""text"":""https://www.youtube.com/@SimplyNateee/shorts""}",youtube,,SimplyNateee,"yozma, yozmasport，in10",US-Stefan-042,US,Stefan,2025-10-01,已出视频,不签合同，以brief为准,IN 10,微型红人/KOC(1k-10k),不签合同，以brief为准,,,,0,,,,,6000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@kellychameleons"",""text"":""https://www.tiktok.com/@kellychameleons""}",tiktok,,kellychameleons,"yozma, yozmasport，in10",US-Stefan-138,US,Stefan,2026-02-04,已出视频,已签合同盖章,IN 10 Pro,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,133000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@TheSargiFamily/shorts"",""text"":""https://www.youtube.com/@TheSargiFamily/shorts""}",youtubeshort,否,The Sargi Family,"yozma, yozmasport，in10",US-Ryan-031,US,Ryan,2026-04-10,待发货,已签合同,IN 10 Pro,腰部红人(100k-1M),内容红人,2026-04-09,免费,,0,,,待人工确认,待人工确认,383000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@_yappadavis"",""text"":""https://www.tiktok.com/@_yappadavis""}",tiktok,,yappadavis,"yozma, yozmasport，in10",US-Stefan-126,US,Stefan,2026-01-16,未出视频,已签合同盖章,IN 10 Pro,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,176000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.instagram.com/miotmatheo249/"",""text"":""https://www.instagram.com/miotmatheo249/""}",instagramreels,否,miotmatheo249,"yozma, yozmasport，in10",EU-Zoe-051,EU,Zoe,2026-05-25,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-29,免费,,0,,,待人工确认,待人工确认,90800,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@Bwbchamp/shorts"",""text"":""https://www.youtube.com/@Bwbchamp/shorts""}",youtube,,bwb.champ_,"yozma, yozmasport，in10",US-Vivi-022,US,Vivi,2025-12-25,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,12000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@fedemoli_yz/videos"",""text"":""https://www.youtube.com/@fedemoli_yz/videos""}",youtubevideo,否,fedemoli_yz,"yozma, yozmasport，in10",EU-Zoe-023,EU,Zoe,2026-04-17,已出视频,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-27,免费,3,3,0,100%,Instagram Reels 3条,已解析,17000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@THURLDES/videos"",""text"":""https://www.youtube.com/@THURLDES/videos""}",youtube,,thurldes,"yozma, yozmasport，in10",US-Stefan-097,US,Stefan,2025-12-24,未出视频,已签同意书盖章,IN 10,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,368200,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@freegobikesofficial?lang=en"",""text"":""https://www.tiktok.com/@freegobikesofficial?lang=en""}",tiktok,是,freego.judah,"yozma, yozmasport，in10",US-Nancy-005,US,Nancy,2026-05-13,已发货,不签合同，延长合作时间,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-04-02,免费,60,26,34,43%,TikTok 60条,已解析,9200,营销总表,2026-06-22,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@freegobikesofficial/video/7646661313963248927"",""link"":""https://www.tiktok.com/@freegobikesofficial/video/7646661313963248927""}","{""text"":""https://www.tiktok.com/@freegobikesofficial/video/7648671539818171679"",""link"":""https://www.tiktok.com/@freegobikesofficial/video/7648671539818171679""}",,
否,"{""link"":""https://www.youtube.com/@bikelifejelly6620/videos"",""text"":""https://www.youtube.com/@bikelifejelly6620/videos""}",youtubevideo,否,bikelifejelly,"yozma, yozmasport，in10",US-Stefan-053,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,16700,营销总表,2026-06-22,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@vilimere"",""text"":""https://www.tiktok.com/@vilimere""}",tiktok,否,vilimere,"yozma, yozmasport，in10",US-Nancy-016,US,Nancy,2025-11-01,未出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,10300,营销总表,2026-06-22,P0 立刻追踪,155,正在出单；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.tiktok.com/@dankwheeliefl?lang=zh-Hans"",""text"":""https://www.tiktok.com/@dankwheeliefl?lang=zh-Hans""}",tiktok,否,dankwheelie,"yozma, yozmasport，in10",US-Ryan-025,US,Ryan,2026-04-03,已出视频,已签合同,IN 10 Pro,腰部红人(100k-1M),内容红人,2026-04-02,免费,,2,,,待人工确认,待人工确认,231000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
否,"{""link"":""https://www.instagram.com/speedy.mari/"",""text"":""https://www.instagram.com/speedy.mari/""}",instagram,,speedy.mari,"yozma, yozmasport，in10",US-Stefan-070,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,微型红人/KOC(1k-10k),不签合同，以brief为准,,,,0,,,,,1400,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.instagram.com/expertiinsta/"",""text"":""https://www.instagram.com/expertiinsta/""}",instagram,,slapthatcatch,"yozma, yozmasport，in10",US-Lexy-010,US,Lexy,2026-04-13,已出视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-15,免费,18,0,18,0%,TikTok 18条,已解析,202700,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.instagram.com/soflo.lucasinsta/"",""text"":""https://www.instagram.com/soflo.lucasinsta/""}",instagramreels,否,bigboylcas,"yozma, yozmasport，in10",US-Lexy-013,US,Lexy,2025-12-30,已出视频,已签同意书盖章,IN 10,尾部红人(10k-100k),已签同意书盖章,,,,0,,,,,40300,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@JamesBiggar/shorts"",""text"":""https://www.youtube.com/@JamesBiggar/shorts""}",youtubeshort,否,James Biggar,"yozma, yozmasport，in10",CA-Ryan-002,CA,Ryan,2026-04-10,跟进视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-09,免费,1,1,0,100%,YouTube Video 1条,已解析,386000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
是,"{""link"":""https://www.tiktok.com/@laaguepe?lang=en"",""text"":""https://www.tiktok.com/@laaguepe?lang=en""}",tiktok,是,la guêpe,"yozma, yozmasport，in10",EU-Zoe-026,EU,Zoe,2026-04-22,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-04-27,免费,,0,,,待人工确认,待人工确认,30000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@laaguepe/video/7653058350426492193"",""link"":""https://www.tiktok.com/@laaguepe/video/7653058350426492193""}","{""text"":""https://www.tiktok.com/@laaguepe/video/7652296718817430817"",""link"":""https://www.tiktok.com/@laaguepe/video/7652296718817430817""}",,
